geoid,name,year,total_est,total_se
04000US15,Hawaii,2015,58.29245,.74315846
04000US15,Hawaii,2016,58.181973,.79657364
04000US15,Hawaii,2017,58.021999,.88275445
04000US16,Idaho,2009,69.112358,.85031891
04000US16,Idaho,2010,68.241348,.87906402
04000US16,Idaho,2011,66.945999,.90976983
04000US16,Idaho,2012,68.138382,.86355007
04000US16,Idaho,2013,67.701859,.86504251
04000US16,Idaho,2014,66.888725,.79344565
04000US16,Idaho,2015,67.236168,.81201231
04000US16,Idaho,2016,66.508858,.85731757
04000US16,Idaho,2017,68.40506,.8179276
04000US17,Illinois,2009,54.496567,.24896041
04000US17,Illinois,2010,54.280216,.27034587
04000US17,Illinois,2011,53.563179,.23144007
04000US17,Illinois,2012,53.882462,.23250675
04000US17,Illinois,2013,53.810715,.24547407
04000US17,Illinois,2014,54.11945,.22790255
04000US17,Illinois,2015,53.812714,.26493472
04000US17,Illinois,2016,54.606716,.24152353
04000US17,Illinois,2017,54.753887,.24814345
04000US18,Indiana,2009,60.86554,.34144357
04000US18,Indiana,2010,60.293091,.36038336
04000US18,Indiana,2011,59.68803,.40470803
04000US18,Indiana,2012,60.120029,.38308051
04000US18,Indiana,2013,60.080849,.33031026
04000US18,Indiana,2014,60.340767,.371223
04000US18,Indiana,2015,60.101669,.34874961
04000US18,Indiana,2016,61.121593,.38012081
04000US18,Indiana,2017,62.15546,.36106116
04000US19,Iowa,2009,64.532806,.43579116
04000US19,Iowa,2010,64.164703,.49942824
04000US19,Iowa,2011,63.292664,.45724398
04000US19,Iowa,2012,64.231804,.41489404
04000US19,Iowa,2013,63.971062,.50630742
04000US19,Iowa,2014,64.089935,.51787633
04000US19,Iowa,2015,64.479507,.45524296
04000US19,Iowa,2016,64.744308,.50956279
04000US19,Iowa,2017,65.077675,.5200119
04000US20,Kansas,2009,64.166275,.6111201
04000US20,Kansas,2010,64.078415,.54741085
04000US20,Kansas,2011,63.775288,.51748782
04000US20,Kansas,2012,63.49538,.5325706
04000US20,Kansas,2013,63.977146,.47012201
04000US20,Kansas,2014,63.476128,.44274262
04000US20,Kansas,2015,64.263458,.5294171
04000US20,Kansas,2016,64.068947,.57862878
04000US20,Kansas,2017,64.797523,.56406951
04000US21,Kentucky,2009,58.956837,.47671875
04000US21,Kentucky,2010,59.143955,.45446867
04000US21,Kentucky,2011,58.429291,.46611518
04000US21,Kentucky,2012,58.299862,.42447788
04000US21,Kentucky,2013,59.216953,.41368124
04000US21,Kentucky,2014,57.767151,.40128943
04000US21,Kentucky,2015,58.754562,.4389877
04000US21,Kentucky,2016,59.378086,.43178657
04000US21,Kentucky,2017,60.478115,.45620081
04000US22,Louisiana,2009,54.959904,.42559472
04000US22,Louisiana,2010,54.135643,.47036552
04000US22,Louisiana,2011,54.106567,.48028556
04000US22,Louisiana,2012,53.484993,.4221561
04000US22,Louisiana,2013,54.149265,.4011727
04000US22,Louisiana,2014,54.117233,.39293781
04000US22,Louisiana,2015,54.14188,.39134231
04000US22,Louisiana,2016,53.908497,.49878535
04000US22,Louisiana,2017,54.310833,.43076566
04000US23,Maine,2009,59.089481,.64329076
04000US23,Maine,2010,59.429203,.59951848
04000US23,Maine,2011,58.421413,.71006685
04000US23,Maine,2012,58.324604,.60651362
04000US23,Maine,2013,57.789318,.63516527
04000US23,Maine,2014,57.691223,.63708764
04000US23,Maine,2015,57.69112,.65306085
04000US23,Maine,2016,57.824738,.72532171
04000US23,Maine,2017,58.894848,.77390844
04000US24,Maryland,2009,57.929947,.40425858
04000US24,Maryland,2010,58.001053,.40894166
04000US24,Maryland,2011,56.895401,.37120733
04000US24,Maryland,2012,57.083809,.37730351
04000US24,Maryland,2013,57.348221,.3699303
04000US24,Maryland,2014,57.672905,.37920088
04000US24,Maryland,2015,58.611095,.35334045
04000US24,Maryland,2016,58.410995,.40488312
04000US24,Maryland,2017,58.978962,.40495139
04000US25,Massachusetts,2009,51.746559,.37404123
04000US25,Massachusetts,2010,51.183434,.33451968
04000US25,Massachusetts,2011,50.947155,.35371149
04000US25,Massachusetts,2012,51.122387,.31479165
04000US25,Massachusetts,2013,51.335068,.37272543
04000US25,Massachusetts,2014,51.114761,.35973632
04000US25,Massachusetts,2015,51.583408,.33813602
04000US25,Massachusetts,2016,52.012409,.3122493
04000US25,Massachusetts,2017,52.075813,.37504172
04000US26,Michigan,2009,57.908867,.25056669
04000US26,Michigan,2010,56.949192,.2331686
04000US26,Michigan,2011,56.524502,.25599229
04000US26,Michigan,2012,56.556492,.22991632
04000US26,Michigan,2013,56.797188,.23253304
04000US26,Michigan,2014,57.225811,.27346152
04000US26,Michigan,2015,57.631451,.22362819
04000US26,Michigan,2016,57.941128,.28100803
04000US26,Michigan,2017,58.720612,.26674688
04000US27,Minnesota,2009,62.943466,.3750287
04000US27,Minnesota,2010,62.400864,.37953162
04000US27,Minnesota,2011,62.107956,.35130107
04000US27,Minnesota,2012,62.785309,.34500855
04000US27,Minnesota,2013,62.689949,.35615253
04000US27,Minnesota,2014,62.70628,.33559644
04000US27,Minnesota,2015,62.878304,.31238616
04000US27,Minnesota,2016,63.274776,.35096732
04000US27,Minnesota,2017,63.852417,.30849588
04000US28,Mississippi,2009,59.136314,.59497958
04000US28,Mississippi,2010,59.554684,.61665624
04000US28,Mississippi,2011,57.922775,.61640483
04000US28,Mississippi,2012,58.263988,.51414382
04000US28,Mississippi,2013,58.876884,.64278322
04000US28,Mississippi,2014,59.708275,.56501049
04000US28,Mississippi,2015,59.642456,.61682385
04000US28,Mississippi,2016,59.842197,.59168601
04000US28,Mississippi,2017,60.409988,.60416818
04000US29,Missouri,2009,59.701355,.36111596
04000US29,Missouri,2010,58.761406,.34203517
04000US29,Missouri,2011,59.160023,.34605125
04000US29,Missouri,2012,58.583717,.35715726
04000US29,Missouri,2013,59.014805,.34626871
04000US29,Missouri,2014,59.276527,.33597398
04000US29,Missouri,2015,59.776424,.35406289
04000US29,Missouri,2016,60.050167,.36383325
04000US29,Missouri,2017,60.552044,.35811865
04000US30,Montana,2009,65.669739,1.0112963
04000US30,Montana,2010,67.313225,.94363254
04000US30,Montana,2011,66.135559,.94831419
04000US30,Montana,2012,65.303299,.82904112
04000US30,Montana,2013,65.251007,.87378538
04000US30,Montana,2014,66.088104,.83132964
04000US30,Montana,2015,66.770332,.88464051
04000US30,Montana,2016,67.651306,1.0073466
04000US30,Montana,2017,67.403229,.8360306
04000US31,Nebraska,2009,63.404022,.62523526
04000US31,Nebraska,2010,64.552124,.60891032
04000US31,Nebraska,2011,64.276047,.6563015
04000US31,Nebraska,2012,64.376953,.57842785
04000US31,Nebraska,2013,64.446968,.58728039
04000US31,Nebraska,2014,64.286652,.55427176
04000US31,Nebraska,2015,63.937008,.58035016
04000US31,Nebraska,2016,63.651581,.55613315
04000US31,Nebraska,2017,65.469521,.60592663
04000US32,Nevada,2009,57.154129,.6583131
04000US32,Nevada,2010,55.85218,.5668807
04000US32,Nevada,2011,54.336731,.82515234
04000US32,Nevada,2012,55.258118,.50125301
04000US32,Nevada,2013,54.708843,.60455084
04000US32,Nevada,2014,53.852547,.56070489
04000US32,Nevada,2015,55.18264,.55572701
04000US32,Nevada,2016,56.09861,.60633981
04000US32,Nevada,2017,57.870041,.55378109
04000US33,New Hampshire,2009,64.022339,.73766422
04000US33,New Hampshire,2010,64.4515,.94249034
04000US33,New Hampshire,2011,64.347061,.69536424
04000US33,New Hampshire,2012,63.363045,.81382066
04000US33,New Hampshire,2013,63.924419,.78167439
04000US33,New Hampshire,2014,63.343567,.79024547
04000US33,New Hampshire,2015,64.508369,.8448059
04000US33,New Hampshire,2016,65.103539,.72656882
04000US33,New Hampshire,2017,65.178551,.77371269
04000US34,New Jersey,2009,53.321819,.30772957
04000US34,New Jersey,2010,53.661354,.31648618
04000US34,New Jersey,2011,52.58485,.2869103
04000US34,New Jersey,2012,53.471004,.28925407
04000US34,New Jersey,2013,53.821228,.2900781
04000US34,New Jersey,2014,53.667938,.28425798
04000US34,New Jersey,2015,53.553261,.28812969
04000US34,New Jersey,2016,54.394764,.29095104
04000US34,New Jersey,2017,55.183922,.3383241
04000US35,New Mexico,2009,60.31311,.70934904
04000US35,New Mexico,2010,60.594131,.70559901
04000US35,New Mexico,2011,60.37587,.67903364
04000US35,New Mexico,2012,60.271557,.63337278
04000US35,New Mexico,2013,60.453979,.70995635
04000US35,New Mexico,2014,60.661095,.70651525
04000US35,New Mexico,2015,60.440643,.7237435
04000US35,New Mexico,2016,61.719044,.78381151
04000US35,New Mexico,2017,60.584469,.74309462
04000US36,New York,2009,38.451588,.17294396
04000US36,New York,2010,38.338261,.18145967
04000US36,New York,2011,37.920807,.15643625
04000US36,New York,2012,37.439247,.15740611
04000US36,New York,2013,37.831478,.17518975
04000US36,New York,2014,37.619011,.1642044
04000US36,New York,2015,37.621735,.15900491
04000US36,New York,2016,38.020592,.17178752
04000US36,New York,2017,38.279381,.17805615
04000US37,North Carolina,2009,60.952908,.31810662
04000US37,North Carolina,2010,60.508072,.29663855
04000US37,North Carolina,2011,60.568844,.35826093
04000US37,North Carolina,2012,60.209095,.31869152
04000US37,North Carolina,2013,60.38475,.30286974
04000US37,North Carolina,2014,60.97443,.31060696
04000US37,North Carolina,2015,61.136681,.27684373
04000US37,North Carolina,2016,61.825336,.29164201
04000US37,North Carolina,2017,62.714378,.31660292
04000US38,North Dakota,2009,65.10247,.88117605
04000US38,North Dakota,2010,65.464386,1.004066
04000US38,North Dakota,2011,65.103729,.89361584
04000US38,North Dakota,2012,66.075943,.9308027
04000US38,North Dakota,2013,66.189514,.98681587
04000US38,North Dakota,2014,65.558174,1.0549474
04000US38,North Dakota,2015,65.705078,.96612924
04000US38,North Dakota,2016,66.80587,.97136015
04000US38,North Dakota,2017,65.583961,.99838197
04000US39,Ohio,2009,57.827873,.24851909
04000US39,Ohio,2010,58.207767,.25672001
04000US39,Ohio,2011,57.108925,.22412637
04000US39,Ohio,2012,56.984413,.26531634
04000US39,Ohio,2013,57.533817,.24110708
04000US39,Ohio,2014,57.606136,.23719656
04000US39,Ohio,2015,57.844704,.26893407
04000US39,Ohio,2016,58.678211,.23481874
04000US39,Ohio,2017,59.389435,.25746998
04000US40,Oklahoma,2009,61.221077,.42121336
04000US40,Oklahoma,2010,61.332531,.4466216
04000US40,Oklahoma,2011,60.317619,.44051701
04000US40,Oklahoma,2012,60.494572,.41653031
04000US40,Oklahoma,2013,60.78553,.3953087
04000US40,Oklahoma,2014,61.196815,.41303384
04000US40,Oklahoma,2015,61.902,.40233684
04000US40,Oklahoma,2016,61.007374,.36867553
04000US40,Oklahoma,2017,62.109653,.44112256
04000US41,Oregon,2009,60.241573,.42411652
04000US41,Oregon,2010,60.023212,.44646865
04000US41,Oregon,2011,59.010906,.48685345
04000US41,Oregon,2012,59.181179,.42153144
04000US41,Oregon,2013,58.704983,.444473
04000US41,Oregon,2014,59.299736,.48974448
04000US41,Oregon,2015,59.424477,.45223954
04000US41,Oregon,2016,61.068108,.46666026
04000US41,Oregon,2017,61.538689,.49280986
04000US42,Pennsylvania,2009,54.64447,.22802812
04000US42,Pennsylvania,2010,53.968857,.23095296
04000US42,Pennsylvania,2011,53.677742,.23325095
04000US42,Pennsylvania,2012,54.067455,.23381288
04000US42,Pennsylvania,2013,54.210014,.24484822
04000US42,Pennsylvania,2014,54.408253,.21878543
04000US42,Pennsylvania,2015,54.767727,.23395267
04000US42,Pennsylvania,2016,54.753185,.25302941
04000US42,Pennsylvania,2017,55.228657,.23623845
04000US44,Rhode Island,2009,54.001419,.91909713
04000US44,Rhode Island,2010,53.332752,.91084146
04000US44,Rhode Island,2011,54.166191,.87759781
04000US44,Rhode Island,2012,52.618725,.82442558
04000US44,Rhode Island,2013,53.610538,.94000435
04000US44,Rhode Island,2014,53.046959,.82588279
04000US44,Rhode Island,2015,52.14978,.80878818
04000US44,Rhode Island,2016,53.038048,.88399154
04000US44,Rhode Island,2017,54.504238,.99076492
04000US45,South Carolina,2009,59.171139,.43473196
04000US45,South Carolina,2010,59.090561,.46581858
04000US45,South Carolina,2011,58.941429,.57843614
04000US45,South Carolina,2012,58.147358,.45515499
04000US45,South Carolina,2013,59.121197,.37696609
04000US45,South Carolina,2014,59.418945,.39040869
04000US45,South Carolina,2015,59.841919,.45598158
04000US45,South Carolina,2016,60.580425,.36500081
04000US45,South Carolina,2017,60.433624,.45725739
04000US46,South Dakota,2009,65.21769,.8862232
04000US46,South Dakota,2010,66.212158,1.1161989
04000US46,South Dakota,2011,66.206703,1.0105399
04000US46,South Dakota,2012,65.249176,.75010669
04000US46,South Dakota,2013,66.078163,.89341539
04000US46,South Dakota,2014,65.151062,.97824746
04000US46,South Dakota,2015,67.437256,.9010787
04000US46,South Dakota,2016,65.959892,.94424748
04000US46,South Dakota,2017,65.196075,.9428398
04000US47,Tennessee,2009,60.697502,.34186357
04000US47,Tennessee,2010,60.933071,.36346629
04000US47,Tennessee,2011,59.732849,.41891742
04000US47,Tennessee,2012,60.236324,.36839312
04000US47,Tennessee,2013,60.927887,.38660207
04000US47,Tennessee,2014,60.730297,.36392081
04000US47,Tennessee,2015,61.445427,.35820782
04000US47,Tennessee,2016,61.616646,.35751739
04000US47,Tennessee,2017,63.12104,.36432418
04000US48,Texas,2009,59.009975,.19855313
04000US48,Texas,2010,59.180225,.17010194
04000US48,Texas,2011,59.235363,.26498896
04000US48,Texas,2012,59.528141,.1995523
04000US48,Texas,2013,59.883858,.21724403
04000US48,Texas,2014,60.209145,.20012799
04000US48,Texas,2015,60.606289,.22081581
04000US48,Texas,2016,61.158909,.21362785
04000US48,Texas,2017,62.151886,.22098202
04000US49,Utah,2009,70.621765,.72103477
04000US49,Utah,2010,69.585403,.64435458
04000US49,Utah,2011,68.038445,.64578253
04000US49,Utah,2012,68.547409,.6032511
04000US49,Utah,2013,69.233612,.56036979
04000US49,Utah,2014,70.308151,.62452865
04000US49,Utah,2015,70.614624,.57068735
04000US49,Utah,2016,70.970276,.66960955
04000US49,Utah,2017,72.258492,.59938121
04000US50,Vermont,2009,60.954731,.8123067
04000US50,Vermont,2010,59.079796,.87632465
04000US50,Vermont,2011,60.563492,.89910197
04000US50,Vermont,2012,60.436718,.76362354
04000US50,Vermont,2013,58.539139,.90546095
04000US50,Vermont,2014,59.302021,.81910861
04000US50,Vermont,2015,58.492535,.87922037
04000US50,Vermont,2016,57.776897,1.0095544
04000US50,Vermont,2017,58.510925,.98373032
04000US51,Virginia,2009,63.193268,.37345761
04000US51,Virginia,2010,62.89447,.34247068
04000US51,Virginia,2011,63.219635,.35419208
04000US51,Virginia,2012,63.165314,.27229762
04000US51,Virginia,2013,62.944378,.35735375
04000US51,Virginia,2014,62.406433,.33477509
04000US51,Virginia,2015,62.858547,.29114023
04000US51,Virginia,2016,63.080467,.35391986
04000US51,Virginia,2017,64.006653,.33590841
04000US53,Washington,2009,62.744598,.38700542
04000US53,Washington,2010,61.750656,.36359972
04000US53,Washington,2011,62.138718,.36043566
04000US53,Washington,2012,61.793179,.3625983
04000US53,Washington,2013,61.744064,.37719914
04000US53,Washington,2014,62.368465,.37371796
04000US53,Washington,2015,62.922562,.37557617
04000US53,Washington,2016,63.391071,.37304252
04000US53,Washington,2017,63.792694,.43214551
04000US54,West Virginia,2009,55.840015,.66855109
04000US54,West Virginia,2010,56.470741,.70015973
04000US54,West Virginia,2011,54.802235,.58836979
04000US54,West Virginia,2012,54.598648,.62321311
04000US54,West Virginia,2013,55.187885,.58880907
04000US54,West Virginia,2014,55.981644,.64755201
04000US54,West Virginia,2015,55.291092,.63370991
04000US54,West Virginia,2016,56.437874,.6824522
04000US54,West Virginia,2017,56.767017,.67127573
04000US55,Wisconsin,2009,61.666065,.33478564
04000US55,Wisconsin,2010,60.234158,.28774935
04000US55,Wisconsin,2011,60.258854,.3263576
04000US55,Wisconsin,2012,60.333633,.27845901
04000US55,Wisconsin,2013,60.243271,.30633482
04000US55,Wisconsin,2014,60.151756,.30418581
04000US55,Wisconsin,2015,61.180328,.33002391
04000US55,Wisconsin,2016,61.20134,.34509096
04000US55,Wisconsin,2017,61.846882,.32355613
04000US56,Wyoming,2009,71.134193,1.4531174
04000US56,Wyoming,2010,69.911537,1.3598171
04000US56,Wyoming,2011,70.755692,1.3657842
04000US56,Wyoming,2012,68.816132,1.3590081
04000US56,Wyoming,2013,69.366928,1.3139861
04000US56,Wyoming,2014,68.080002,1.3834519
04000US56,Wyoming,2015,68.977928,1.3295864
04000US56,Wyoming,2016,70.499825,1.1980678
04000US56,Wyoming,2017,69.08847,1.2719021
